age,attrition,business-travel,department,distance-from-home,education,education-field,employee-number,environment-satisfaction,gender,job-involvement,job-level,job-role,job-satisfaction,marial-status,monthly-income,number-of-companies-worked-at,over-time,last-salary-increase-percentage,performance-rating,relationship-satisfaction,stock-option-level,total-working-years,work-life-balance,years-at-company,years-in-current-role,years-since-last-promotion,years-with-current-manager
41.0,No,Travel_Frequently,Research & Development,9.0,3.0,Medical,999.0,1.0,Male,3.0,5.0,Research Director,3.0,Divorced,19419.0,2.0,No,17.0,3.0,2.0,1.0,21.0,4.0,18.0,16.0,0.0,11.0
27.0,No,Travel_Rarely,Research & Development,16.0,4.0,Technical Degree,1001.0,3.0,Female,3.0,1.0,Laboratory Technician,2.0,Married,2811.0,9.0,No,14.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0
45.0,No,Non-Travel,Research & Development,23.0,2.0,Life Sciences,1002.0,4.0,Male,3.0,2.0,Laboratory Technician,1.0,Married,,1.0,Yes,15.0,3.0,3.0,1.0,9.0,3.0,9.0,8.0,0.0,8.0
47.0,No,Travel_Rarely,Sales,4.0,2.0,Life Sciences,1003.0,4.0,Female,3.0,2.0,Sales Executive,4.0,Single,4163.0,1.0,Yes,17.0,3.0,3.0,0.0,9.0,3.0,9.0,0.0,0.0,7.0
30.0,Yes,Travel_Rarely,Research & Development,22.0,3.0,Life Sciences,1004.0,1.0,Female,3.0,1.0,Research Scientist,3.0,Married,2132.0,4.0,Yes,11.0,3.0,2.0,0.0,7.0,3.0,5.0,2.0,0.0,1.0
50.0,No,Travel_Rarely,Research & Development,24.0,3.0,Life Sciences,1005.0,4.0,Male,3.0,4.0,Manufacturing Director,3.0,Married,13973.0,3.0,Yes,18.0,3.0,4.0,1.0,22.0,3.0,12.0,11.0,1.0,5.0
38.0,No,Travel_Frequently,Research & Development,10.0,1.0,Medical,1006.0,3.0,Male,3.0,1.0,Research Scientist,3.0,Married,2684.0,0.0,No,17.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0
46.0,No,Travel_Rarely,Research & Development,7.0,2.0,Medical,1007.0,4.0,Male,3.0,3.0,Manufacturing Director,3.0,Divorced,10845.0,6.0,No,13.0,3.0,2.0,1.0,13.0,3.0,8.0,7.0,0.0,7.0
24.0,No,Travel_Rarely,Research & Development,17.0,1.0,Medical,1009.0,4.0,Female,2.0,2.0,Manufacturing Director,3.0,Divorced,4377.0,1.0,No,15.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0
35.0,Yes,Travel_Rarely,Research & Development,14.0,4.0,Other,1010.0,3.0,Male,2.0,1.0,Laboratory Technician,2.0,Divorced,3743.0,1.0,Yes,24.0,4.0,4.0,1.0,5.0,1.0,4.0,2.0,0.0,2.0
31.0,No,Travel_Frequently,Research & Development,1.0,1.0,Life Sciences,1011.0,3.0,Female,3.0,2.0,Manufacturing Director,1.0,Married,4148.0,1.0,No,12.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,,3.0
18.0,No,Non-Travel,Research & Development,5.0,2.0,Life Sciences,1012.0,2.0,Male,3.0,1.0,Research Scientist,4.0,Single,1051.0,1.0,No,15.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
54.0,No,Travel_Rarely,Research & Development,17.0,3.0,Technical Degree,1013.0,3.0,Female,3.0,3.0,Manufacturing Director,3.0,Married,10739.0,8.0,No,11.0,3.0,3.0,1.0,22.0,3.0,10.0,,0.0,8.0
35.0,No,Travel_Rarely,Research & Development,25.0,4.0,Medical,1014.0,3.0,Female,3.0,3.0,Healthcare Representative,3.0,Divorced,10388.0,1.0,Yes,11.0,3.0,3.0,1.0,16.0,2.0,16.0,10.0,10.0,1.0
30.0,No,Travel_Rarely,Research & Development,8.0,2.0,Life Sciences,1015.0,2.0,Female,4.0,3.0,Research Director,1.0,Married,11416.0,0.0,Yes,12.0,3.0,3.0,3.0,9.0,2.0,8.0,7.0,1.0,7.0
20.0,Yes,Travel_Rarely,Research & Development,11.0,3.0,Medical,1016.0,4.0,Female,2.0,1.0,Research Scientist,1.0,Single,2600.0,1.0,Yes,15.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
30.0,Yes,Travel_Frequently,Research & Development,5.0,3.0,Medical,1017.0,2.0,Female,3.0,1.0,Laboratory Technician,2.0,Single,2422.0,0.0,No,17.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,1.0,2.0
26.0,No,Travel_Rarely,Research & Development,2.0,2.0,Medical,1018.0,4.0,Male,4.0,2.0,Manufacturing Director,4.0,Married,5472.0,1.0,No,12.0,3.0,2.0,0.0,8.0,3.0,8.0,7.0,1.0,3.0
22.0,No,Travel_Rarely,Research & Development,8.0,1.0,Life Sciences,1019.0,2.0,Male,1.0,1.0,Laboratory Technician,1.0,Married,2451.0,1.0,No,15.0,3.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0
48.0,No,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,1022.0,1.0,Male,2.0,2.0,Healthcare Representative,3.0,Single,4240.0,2.0,No,13.0,3.0,4.0,0.0,19.0,3.0,2.0,2.0,2.0,2.0
48.0,No,Travel_Rarely,Research & Development,4.0,4.0,Life Sciences,1024.0,3.0,Male,2.0,3.0,Healthcare Representative,3.0,Single,10999.0,7.0,No,14.0,3.0,2.0,0.0,27.0,3.0,15.0,11.0,4.0,8.0
41.0,No,Travel_Rarely,Research & Development,7.0,2.0,Medical,1025.0,4.0,Female,3.0,2.0,Manufacturing Director,3.0,Single,5003.0,6.0,No,14.0,3.0,2.0,0.0,8.0,3.0,2.0,2.0,2.0,1.0
39.0,No,Travel_Rarely,Research & Development,1.0,1.0,Life Sciences,1026.0,4.0,Female,2.0,4.0,Manufacturing Director,4.0,Married,12742.0,1.0,No,16.0,3.0,3.0,1.0,21.0,3.0,21.0,6.0,11.0,8.0
27.0,No,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1027.0,1.0,Female,3.0,2.0,Manufacturing Director,4.0,Married,4227.0,0.0,No,18.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0
35.0,No,Travel_Rarely,Research & Development,10.0,3.0,Other,1028.0,2.0,Male,3.0,1.0,Laboratory Technician,4.0,Divorced,3917.0,1.0,No,20.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0
42.0,No,Travel_Rarely,Sales,5.0,2.0,Marketing,1029.0,4.0,Male,3.0,5.0,Manager,3.0,Married,18303.0,6.0,No,13.0,3.0,2.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0
50.0,No,Travel_Rarely,Research & Development,9.0,3.0,Life Sciences,1030.0,1.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,2380.0,4.0,No,18.0,3.0,2.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0
59.0,No,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1032.0,3.0,Female,2.0,4.0,Manufacturing Director,4.0,Single,13726.0,3.0,Yes,13.0,3.0,1.0,0.0,30.0,3.0,5.0,3.0,4.0,3.0
37.0,Yes,Travel_Rarely,Research & Development,11.0,2.0,Medical,1033.0,1.0,Female,1.0,2.0,Healthcare Representative,2.0,Married,4777.0,5.0,No,15.0,3.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,
55.0,No,Travel_Frequently,Research & Development,18.0,4.0,Medical,1034.0,3.0,Male,3.0,2.0,Healthcare Representative,2.0,Married,6385.0,3.0,Yes,14.0,3.0,4.0,2.0,17.0,3.0,8.0,7.0,6.0,7.0
41.0,No,Non-Travel,Research & Development,7.0,1.0,Life Sciences,1035.0,2.0,Female,1.0,5.0,Research Director,3.0,Divorced,19973.0,1.0,No,22.0,4.0,2.0,2.0,21.0,3.0,21.0,16.0,5.0,10.0
38.0,No,Travel_Rarely,Sales,3.0,4.0,Life Sciences,1036.0,2.0,Male,3.0,2.0,Sales Executive,4.0,Single,6861.0,8.0,Yes,12.0,3.0,3.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0
26.0,Yes,Non-Travel,Sales,29.0,2.0,Medical,1037.0,2.0,Male,1.0,2.0,Sales Executive,1.0,Single,4969.0,8.0,No,18.0,3.0,4.0,0.0,7.0,3.0,2.0,2.0,2.0,2.0
52.0,Yes,Travel_Rarely,Sales,2.0,1.0,Marketing,1038.0,1.0,Female,1.0,5.0,Manager,4.0,Married,19845.0,1.0,No,15.0,3.0,4.0,1.0,33.0,3.0,32.0,14.0,6.0,9.0
44.0,No,Travel_Rarely,Sales,28.0,3.0,Medical,1039.0,4.0,Female,4.0,4.0,Sales Executive,4.0,Married,13320.0,3.0,Yes,18.0,3.0,3.0,1.0,23.0,3.0,12.0,11.0,11.0,11.0
50.0,No,Non-Travel,Sales,1.0,3.0,Life Sciences,1040.0,4.0,Female,3.0,2.0,Sales Executive,3.0,Married,6347.0,0.0,No,12.0,3.0,1.0,1.0,19.0,3.0,18.0,7.0,0.0,13.0
36.0,Yes,Travel_Rarely,Research & Development,16.0,4.0,Life Sciences,1042.0,3.0,Female,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,1.0,No,16.0,3.0,3.0,0.0,18.0,3.0,17.0,13.0,15.0,14.0
39.0,No,Travel_Frequently,Research & Development,22.0,3.0,Medical,1043.0,4.0,Female,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,3.0,21.0,6.0,2.0,8.0
33.0,No,Non-Travel,Sales,8.0,1.0,Life Sciences,1044.0,2.0,Female,2.0,1.0,Sales Representative,4.0,Single,2342.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0
45.0,No,Travel_Rarely,Sales,11.0,2.0,Life Sciences,1045.0,4.0,Female,3.0,4.0,Manager,4.0,Married,17650.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,9.0,3.0,1.0,1.0
32.0,No,Non-Travel,Research & Development,29.0,4.0,Medical,1046.0,4.0,Female,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,9.0,No,12.0,3.0,2.0,0.0,10.0,3.0,8.0,7.0,7.0,7.0
34.0,No,Travel_Rarely,Sales,1.0,4.0,Marketing,1047.0,2.0,Male,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,0.0,No,11.0,3.0,4.0,1.0,16.0,2.0,15.0,1.0,0.0,9.0
59.0,No,Travel_Rarely,Sales,1.0,2.0,Technical Degree,1048.0,2.0,Male,3.0,3.0,Manager,4.0,Married,11904.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,6.0,4.0,0.0,4.0
45.0,No,Travel_Rarely,Human Resources,24.0,4.0,Medical,1049.0,2.0,Male,3.0,1.0,Human Resources,2.0,Single,2177.0,1.0,No,16.0,3.0,1.0,0.0,6.0,3.0,6.0,3.0,0.0,4.0
53.0,No,Travel_Frequently,Sales,2.0,3.0,Marketing,1050.0,3.0,Female,2.0,3.0,Sales Executive,2.0,Married,7525.0,2.0,No,12.0,3.0,1.0,1.0,30.0,3.0,15.0,7.0,6.0,12.0
36.0,Yes,Travel_Rarely,Research & Development,15.0,3.0,Other,1052.0,1.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,4834.0,7.0,No,14.0,3.0,2.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0
26.0,Yes,Travel_Frequently,Research & Development,2.0,3.0,Life Sciences,1053.0,1.0,Male,3.0,1.0,Research Scientist,1.0,Married,2042.0,6.0,Yes,14.0,3.0,2.0,1.0,6.0,3.0,3.0,2.0,1.0,2.0
34.0,No,Travel_Rarely,Sales,10.0,4.0,Life Sciences,1055.0,3.0,Female,3.0,1.0,Sales Representative,3.0,Married,2220.0,1.0,Yes,19.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
28.0,No,Travel_Rarely,Sales,10.0,1.0,Medical,1056.0,4.0,Male,3.0,1.0,Sales Representative,2.0,Married,1052.0,1.0,No,22.0,4.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
38.0,No,Travel_Frequently,Research & Development,3.0,4.0,Other,1060.0,3.0,Male,3.0,1.0,Research Scientist,3.0,Married,2821.0,3.0,No,16.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0
50.0,No,Travel_Rarely,Research & Development,2.0,4.0,Medical,1061.0,2.0,Male,3.0,5.0,Research Director,3.0,Married,19237.0,2.0,Yes,11.0,3.0,4.0,1.0,29.0,2.0,8.0,1.0,7.0,7.0
37.0,No,Travel_Rarely,Research & Development,3.0,3.0,Other,1062.0,4.0,Female,3.0,2.0,Healthcare Representative,2.0,Single,4107.0,3.0,No,15.0,3.0,1.0,0.0,8.0,2.0,4.0,3.0,0.0,1.0
40.0,No,Travel_Rarely,Sales,26.0,3.0,Marketing,1066.0,3.0,Male,3.0,2.0,Sales Executive,1.0,Married,8396.0,1.0,No,14.0,3.0,2.0,1.0,8.0,2.0,7.0,7.0,7.0,5.0
26.0,No,Travel_Frequently,Research & Development,1.0,1.0,Medical,1068.0,1.0,Female,2.0,1.0,Research Scientist,3.0,Divorced,2007.0,1.0,No,13.0,3.0,3.0,2.0,5.0,,5.0,3.0,1.0,3.0
46.0,No,Travel_Rarely,Research & Development,1.0,4.0,Medical,1069.0,4.0,Male,3.0,5.0,Research Director,4.0,Divorced,19627.0,9.0,No,17.0,3.0,4.0,2.0,23.0,3.0,2.0,2.0,2.0,2.0
54.0,No,Travel_Rarely,Sales,2.0,4.0,Life Sciences,1070.0,3.0,Female,2.0,3.0,Sales Executive,3.0,Married,10686.0,6.0,No,11.0,3.0,2.0,1.0,13.0,3.0,9.0,4.0,7.0,0.0
56.0,No,Travel_Frequently,Research & Development,9.0,3.0,Medical,1071.0,1.0,Female,3.0,1.0,Research Scientist,3.0,Married,,2.0,No,19.0,3.0,2.0,1.0,18.0,3.0,5.0,4.0,0.0,3.0
36.0,No,Travel_Rarely,Research & Development,12.0,5.0,Medical,1073.0,4.0,Female,2.0,3.0,Manufacturing Director,4.0,Single,8858.0,0.0,No,11.0,3.0,2.0,0.0,15.0,2.0,14.0,8.0,7.0,8.0
55.0,No,Non-Travel,Research & Development,2.0,1.0,Medical,1074.0,3.0,Male,2.0,4.0,Manager,1.0,Single,16756.0,7.0,No,15.0,3.0,2.0,0.0,31.0,4.0,9.0,7.0,6.0,2.0
43.0,No,Travel_Rarely,Sales,25.0,3.0,Medical,1076.0,3.0,Male,2.0,3.0,Sales Executive,4.0,Divorced,10798.0,5.0,No,13.0,3.0,3.0,1.0,18.0,3.0,1.0,0.0,0.0,0.0
20.0,Yes,Travel_Frequently,Sales,9.0,3.0,Marketing,1077.0,4.0,Female,3.0,1.0,Sales Representative,4.0,Single,2323.0,1.0,Yes,14.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0
21.0,Yes,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,1079.0,3.0,Female,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,1.0,No,13.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
46.0,No,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,1080.0,4.0,Female,2.0,2.0,Research Scientist,1.0,Divorced,4615.0,8.0,Yes,23.0,4.0,1.0,3.0,19.0,3.0,16.0,13.0,1.0,7.0
51.0,Yes,Travel_Rarely,Research & Development,4.0,4.0,Life Sciences,1081.0,1.0,Male,3.0,1.0,Research Scientist,3.0,Married,2461.0,9.0,Yes,12.0,,3.0,3.0,18.0,4.0,10.0,0.0,2.0,7.0
28.0,Yes,Non-Travel,Research & Development,24.0,2.0,Technical Degree,1082.0,2.0,Male,2.0,3.0,Healthcare Representative,1.0,Single,8722.0,1.0,No,12.0,3.0,1.0,0.0,10.0,2.0,10.0,7.0,1.0,9.0
26.0,No,Travel_Rarely,Research & Development,1.0,2.0,Medical,1083.0,1.0,Male,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,1.0,No,16.0,3.0,1.0,2.0,6.0,3.0,5.0,3.0,1.0,3.0
30.0,No,Travel_Rarely,Research & Development,20.0,3.0,Other,1084.0,3.0,Male,3.0,2.0,Manufacturing Director,1.0,Married,9957.0,0.0,No,15.0,3.0,3.0,1.0,7.0,2.0,6.0,2.0,0.0,2.0
41.0,No,Travel_Rarely,Research & Development,7.0,2.0,Technical Degree,1085.0,2.0,Female,4.0,1.0,Research Scientist,3.0,Married,3376.0,1.0,No,13.0,3.0,3.0,0.0,10.0,3.0,10.0,6.0,0.0,8.0
38.0,No,Travel_Rarely,Research & Development,17.0,1.0,Life Sciences,1088.0,3.0,Female,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,0.0,No,18.0,3.0,1.0,1.0,20.0,2.0,19.0,9.0,1.0,9.0
40.0,No,Travel_Rarely,Research & Development,20.0,4.0,Technical Degree,1092.0,1.0,Male,3.0,3.0,Healthcare Representative,4.0,Married,10322.0,4.0,No,20.0,4.0,4.0,1.0,14.0,3.0,11.0,10.0,11.0,1.0
27.0,No,Non-Travel,Research & Development,8.0,5.0,Life Sciences,1094.0,1.0,Male,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,1.0,No,19.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
55.0,No,Travel_Frequently,Research & Development,2.0,1.0,Life Sciences,1096.0,4.0,Male,3.0,3.0,Manufacturing Director,2.0,Married,10976.0,3.0,No,18.0,3.0,2.0,1.0,23.0,3.0,3.0,2.0,1.0,2.0
28.0,No,Travel_Rarely,Research & Development,10.0,3.0,Other,1097.0,3.0,Female,3.0,2.0,Research Scientist,3.0,Single,3660.0,3.0,No,13.0,3.0,4.0,0.0,10.0,4.0,8.0,7.0,1.0,7.0
44.0,Yes,Travel_Rarely,Human Resources,1.0,2.0,Medical,1098.0,2.0,Male,2.0,3.0,Human Resources,1.0,Married,10482.0,9.0,No,14.0,3.0,4.0,1.0,24.0,3.0,20.0,6.0,3.0,6.0
33.0,No,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,1099.0,4.0,Male,2.0,3.0,Healthcare Representative,4.0,Divorced,7119.0,4.0,No,15.0,3.0,3.0,1.0,9.0,3.0,,2.0,1.0,2.0
35.0,Yes,Travel_Rarely,Sales,4.0,3.0,Technical Degree,1100.0,4.0,Male,3.0,3.0,Sales Executive,1.0,Single,9582.0,0.0,Yes,22.0,4.0,1.0,0.0,9.0,3.0,8.0,7.0,4.0,7.0
33.0,Yes,Travel_Frequently,Research & Development,29.0,4.0,Medical,1101.0,1.0,Female,2.0,2.0,Research Scientist,3.0,Single,4508.0,1.0,No,22.0,4.0,2.0,0.0,14.0,3.0,13.0,7.0,3.0,8.0
28.0,No,Travel_Rarely,Research & Development,15.0,2.0,Life Sciences,1102.0,1.0,Male,3.0,1.0,Laboratory Technician,3.0,Divorced,2207.0,1.0,No,16.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0
34.0,No,Travel_Frequently,Research & Development,3.0,1.0,Life Sciences,1103.0,1.0,Male,3.0,2.0,Healthcare Representative,4.0,Single,7756.0,0.0,No,17.0,3.0,3.0,0.0,7.0,2.0,6.0,2.0,0.0,4.0
37.0,No,Travel_Rarely,Sales,10.0,4.0,Life Sciences,1105.0,4.0,Female,2.0,2.0,Sales Executive,4.0,Divorced,6694.0,2.0,Yes,,3.0,3.0,3.0,8.0,3.0,1.0,0.0,0.0,0.0
25.0,Yes,Travel_Rarely,Research & Development,4.0,1.0,Technical Degree,1106.0,4.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,3691.0,1.0,Yes,15.0,3.0,2.0,1.0,7.0,4.0,7.0,7.0,5.0,6.0
26.0,Yes,Travel_Rarely,Research & Development,21.0,3.0,Medical,1107.0,1.0,Male,3.0,1.0,Laboratory Technician,3.0,Divorced,2377.0,1.0,No,20.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
33.0,Yes,Travel_Rarely,Research & Development,25.0,3.0,Medical,1108.0,1.0,Male,2.0,1.0,Research Scientist,2.0,Single,2313.0,4.0,Yes,20.0,4.0,2.0,0.0,5.0,3.0,2.0,2.0,2.0,2.0
42.0,No,Travel_Rarely,Research & Development,2.0,2.0,Medical,1109.0,4.0,Male,3.0,4.0,Manager,1.0,Married,17665.0,0.0,No,17.0,3.0,4.0,1.0,23.0,3.0,22.0,6.0,13.0,7.0
28.0,Yes,Travel_Frequently,Research & Development,1.0,3.0,Medical,1111.0,1.0,Male,2.0,1.0,Laboratory Technician,2.0,Divorced,2596.0,1.0,No,15.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0
50.0,Yes,Travel_Frequently,Sales,1.0,4.0,Other,1113.0,4.0,Male,3.0,2.0,Sales Executive,3.0,Single,4728.0,3.0,Yes,14.0,3.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
33.0,No,Travel_Frequently,Sales,7.0,3.0,Life Sciences,1114.0,4.0,Female,3.0,2.0,Sales Executive,2.0,Married,4302.0,0.0,No,17.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0
34.0,No,Non-Travel,Research & Development,3.0,4.0,Life Sciences,1115.0,3.0,Male,2.0,1.0,Research Scientist,4.0,Married,2979.0,3.0,No,17.0,3.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0
48.0,No,Non-Travel,Research & Development,1.0,4.0,Medical,1116.0,1.0,Male,4.0,4.0,Manager,4.0,Single,16885.0,2.0,No,22.0,4.0,3.0,0.0,27.0,2.0,5.0,4.0,2.0,1.0
45.0,No,Non-Travel,Sales,9.0,4.0,Life Sciences,1117.0,2.0,Female,2.0,2.0,Sales Executive,3.0,Married,5593.0,1.0,No,13.0,3.0,4.0,1.0,15.0,3.0,15.0,10.0,4.0,12.0
52.0,No,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,1118.0,2.0,Male,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,7.0,No,19.0,3.0,4.0,0.0,18.0,3.0,8.0,6.0,4.0,0.0
38.0,No,Travel_Rarely,Sales,10.0,4.0,Marketing,1119.0,3.0,Male,2.0,3.0,Sales Executive,3.0,Divorced,8740.0,0.0,Yes,14.0,3.0,2.0,2.0,9.0,3.0,8.0,7.0,2.0,7.0
29.0,No,Travel_Rarely,Research & Development,28.0,4.0,Life Sciences,1120.0,3.0,Female,3.0,1.0,Research Scientist,4.0,Divorced,2514.0,4.0,No,22.0,4.0,1.0,1.0,11.0,3.0,7.0,5.0,1.0,7.0
28.0,No,Travel_Rarely,Research & Development,3.0,3.0,Medical,1121.0,4.0,Female,3.0,3.0,Manufacturing Director,2.0,Divorced,7655.0,0.0,No,17.0,3.0,2.0,3.0,10.0,2.0,9.0,7.0,1.0,7.0
46.0,No,Travel_Rarely,Sales,3.0,1.0,Marketing,1124.0,1.0,Male,3.0,4.0,Manager,3.0,Married,17465.0,3.0,No,12.0,3.0,4.0,1.0,23.0,3.0,12.0,9.0,4.0,9.0
38.0,No,Travel_Rarely,Sales,2.0,2.0,Marketing,1125.0,4.0,Male,3.0,3.0,Sales Executive,2.0,Single,7351.0,7.0,No,16.0,3.0,3.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0
43.0,No,Travel_Frequently,Research & Development,27.0,3.0,Life Sciences,1126.0,3.0,Female,3.0,3.0,Manufacturing Director,1.0,Married,10820.0,8.0,No,11.0,3.0,3.0,1.0,18.0,3.0,8.0,7.0,0.0,1.0
39.0,Yes,Travel_Frequently,Research & Development,2.0,3.0,Life Sciences,1127.0,1.0,Male,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,7.0,No,11.0,3.0,4.0,3.0,,3.0,18.0,7.0,11.0,5.0
40.0,No,Travel_Rarely,Research & Development,14.0,3.0,Medical,1128.0,3.0,Male,2.0,5.0,Research Director,3.0,Single,19626.0,1.0,No,14.0,3.0,1.0,0.0,21.0,4.0,20.0,7.0,4.0,9.0
21.0,No,Travel_Rarely,Research & Development,1.0,1.0,Technical Degree,1131.0,4.0,Female,2.0,1.0,Research Scientist,2.0,Single,2070.0,1.0,Yes,11.0,3.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0
39.0,,Non-Travel,Research & Development,9.0,3.0,Life Sciences,1132.0,3.0,Male,3.0,2.0,Laboratory Technician,2.0,Single,6782.0,9.0,No,15.0,3.0,3.0,0.0,9.0,2.0,5.0,4.0,0.0,3.0
36.0,No,Non-Travel,Research & Development,18.0,4.0,Life Sciences,1133.0,1.0,Male,3.0,2.0,Manufacturing Director,4.0,Single,7779.0,2.0,No,20.0,4.0,1.0,0.0,18.0,3.0,11.0,9.0,0.0,9.0
31.0,No,Travel_Frequently,Sales,20.0,3.0,Life Sciences,1135.0,3.0,Male,4.0,1.0,Sales Representative,4.0,Married,2791.0,0.0,No,12.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0
28.0,No,Travel_Rarely,Research & Development,2.0,1.0,Life Sciences,1136.0,1.0,Male,2.0,1.0,Research Scientist,2.0,Married,3201.0,0.0,No,17.0,3.0,1.0,0.0,6.0,1.0,5.0,3.0,0.0,4.0
35.0,No,Travel_Frequently,Sales,11.0,2.0,Marketing,1137.0,4.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,4968.0,1.0,No,11.0,3.0,4.0,1.0,5.0,3.0,5.0,2.0,0.0,2.0
49.0,No,Travel_Rarely,Sales,8.0,4.0,Technical Degree,1138.0,4.0,Male,2.0,4.0,Sales Executive,2.0,Married,13120.0,6.0,No,17.0,3.0,2.0,1.0,22.0,3.0,9.0,8.0,2.0,3.0
34.0,No,Travel_Frequently,Research & Development,2.0,2.0,Life Sciences,1140.0,4.0,Male,3.0,2.0,Manufacturing Director,,Single,4033.0,2.0,No,11.0,3.0,4.0,0.0,5.0,2.0,3.0,2.0,0.0,2.0
29.0,No,Travel_Frequently,Research & Development,10.0,3.0,Life Sciences,1143.0,4.0,Female,3.0,1.0,Research Scientist,2.0,Divorced,3291.0,0.0,No,14.0,3.0,4.0,2.0,8.0,2.0,7.0,5.0,1.0,1.0
42.0,No,Travel_Rarely,Research & Development,29.0,3.0,Medical,1148.0,2.0,Male,1.0,2.0,Laboratory Technician,4.0,Single,4272.0,4.0,No,19.0,3.0,1.0,0.0,16.0,3.0,1.0,0.0,0.0,0.0
29.0,No,Travel_Rarely,Research & Development,8.0,1.0,Medical,1150.0,2.0,Male,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,1.0,,15.0,3.0,3.0,1.0,10.0,2.0,10.0,7.0,1.0,2.0
38.0,No,Travel_Rarely,Human Resources,1.0,3.0,Human Resources,1152.0,3.0,Male,4.0,1.0,Human Resources,3.0,Married,2844.0,1.0,No,13.0,3.0,4.0,1.0,7.0,4.0,7.0,6.0,5.0,0.0
28.0,No,Travel_Frequently,Research & Development,6.0,3.0,Life Sciences,1154.0,3.0,Male,2.0,1.0,Research Scientist,3.0,Divorced,2703.0,1.0,Yes,14.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0
18.0,Yes,Non-Travel,Research & Development,8.0,1.0,Medical,1156.0,3.0,Male,3.0,1.0,Laboratory Technician,3.0,Single,1904.0,1.0,No,12.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
33.0,Yes,Travel_Rarely,Sales,9.0,4.0,Marketing,1157.0,1.0,Female,3.0,2.0,Sales Executive,1.0,Single,8224.0,0.0,Yes,17.0,3.0,1.0,0.0,6.0,3.0,5.0,2.0,0.0,3.0
